no,lat,lon
0,-6.146999836,116.7774963379
1,-6.4471664429,116.65349578860001
2,-6.7621665001,116.51016235350001
3,-6.9341664314,116.4434967041
4,-8.0979995728,115.9618377686
5,-8.3816671371,115.8413314819
6,-8.8821668625,115.5245056152
7,-8.851833343500001,115.4319992065
8,-8.8346662521,115.4248275757
9,-8.826999664299999,115.4203338623
10,-8.8203315735,115.4165039062
11,-8.8149995804,115.41282653809999
12,-8.8094997406,115.4086685181
13,-8.8043317795,115.4038238525
14,-8.798666954,115.3994903564
15,-8.7939996719,115.3958435059
16,-8.7898330688,115.3921585083
17,-8.789333343500001,115.3916702271
18,-8.7858314514,115.3876647949
19,-8.7866668701,115.38466644290001
20,-8.8773336411,115.4294967651
21,-8.8765001297,115.42384338379999
22,-8.8765001297,115.42366790770001
23,-8.8766670227,115.4233322144
24,-8.8804998398,115.4131698608
25,-8.8544998169,115.3463363647
26,-8.8544998169,115.3463363647
27,-8.8459997177,115.33650970459999
28,-8.843667030299999,115.33399963379999
29,-8.8313331604,115.32299804690001
30,-8.8158321381,115.3069992065
31,-8.8011665344,115.2896652222
32,-8.783666610700001,115.27117156979999
33,-8.7655000687,115.25233459469999
34,-8.763999939,115.24766540530001
35,-8.7656669617,115.2460021973
36,-8.765999793999999,115.25
37,-8.768166542100001,115.2491760254
38,-8.7693328857,115.2490005493
39,-8.7728319168,115.25
40,-8.7736663818,115.2496643066
41,-8.782331466699999,115.2518234253
42,-8.8073329926,115.27117156979999
43,-8.8093338013,115.2725067139
44,-8.8511667252,115.2898406982
45,-8.9066667557,115.21482849120001
46,-8.9228334427,115.14800262450001
47,-9.3646669388,113.8841629028
48,-9.3660001755,113.8806686401
49,-9.3661670685,113.8799972534
50,-9.768166542100001,112.75016021729999
51,-9.956500053400001,112.2369995117
52,-10.078499793999999,111.8880004883
53,-10.0973329544,111.8361663818
54,-10.0981664658,111.83399963379999
55,-10.0986661911,111.83283233639999
56,-10.0989999771,111.8318328857
57,-10.1001663208,111.8284988403
58,-10.2121667862,111.544670105
59,-10.3351669312,111.1983337402
60,-10.3471670151,111.1630020142
61,-10.4731664658,110.80982971190001
62,-10.4864997864,110.7744979858
63,-10.6113328934,110.4323348999
64,-10.6470003128,110.3421630859
65,-10.9599151611,101.88403320309999
66,-10.9599151611,101.88403320309999
67,-10.9570903778,101.88452911379999
68,-10.956258773800002,101.8847122192
69,-10.955842971800001,101.88480377200001
70,-10.955078125,101.8849563599
71,-9.7028036118,102.11136627200001
72,-9.515646934500001,102.1404724121
73,-9.3987216949,102.15821838379999
74,-9.3968315125,102.1585617065
75,-9.3359050751,102.1687545776
76,-9.2881183624,102.1763916016
77,-9.2359819412,102.18594360350001
78,-9.2238302231,102.1888122559
79,-9.175551414500001,102.197517395
80,-9.167031288099999,102.1986694336
81,-9.1130580902,102.2071609497
82,-8.425981521599999,102.7970428467
83,-8.3908786774,102.8367462158
84,-8.389135360700001,102.83876037600001
85,-8.3558712006,102.8800964355
86,-8.3173446655,102.92225646969999
87,-8.2832069397,102.9620819092
88,-8.2119646072,103.0479049683
89,-8.175571441699999,103.09122467040001
90,-8.099796295199999,103.17576599120001
91,-7.5778651237,103.7779769897
92,-7.577321529400001,103.7787094116
93,-7.5767583847000015,103.77941894530001
94,-7.3517231941,104.02183532709999
95,-6.8293066025,104.6313476562
96,-6.7577347755,104.7079772949
97,-6.675186634099998,104.8020935059
98,-6.6738033295,104.80394744870001
99,-6.6374816895,104.847984314
100,-6.6349201201999985,104.8511962891
101,-6.6050367355,104.889503479
102,-6.5992965698,104.8955612183
103,-6.5699415207000005,104.9268417358
104,-6.338220119500001,105.2768630981
105,-6.3371415138,105.27928161620001
106,-6.33608675,105.28170013430001
107,-6.2147331238,105.47881317139999
108,-6.9491181374,104.42342376709999
109,-6.9507031440999985,104.42129516600001
110,-6.9522566795000005,104.41918182370001
111,-7.224363327000001,104.08876037600001
112,-7.304983139,103.9901504517
113,-7.3355650902,103.9512634277
114,-7.3737931252,103.9060974121
115,-7.4071083069,103.8662414551
116,-7.4413981438,103.8256607056
117,-8.064994812,103.0883712769
118,-8.0979385376,103.0481567383
119,-8.1333084106,103.00625610350001
120,-8.147146225,102.9897232056
121,-8.1479816437,102.9887619019
122,-8.202628135700001,102.92420959469999
123,-8.233764648400001,102.8879165649
124,-8.2674217224,102.84526824950001
125,-8.2986097336,102.80332946780001
126,-8.334197997999999,102.75749206540002
127,-8.3666133881,102.7162628174
128,-8.398806572,102.6732711792
129,-9.885446548500001,101.9539718628
130,-9.9529819489,101.94850158690001
131,-9.9867753983,101.9461746216
132,-10.0372686386,101.94072723389999
133,-10.0557746887,101.9384689331
134,-10.091173172000001,101.9341430664
135,-10.1099395752,101.9326705933
136,-10.1469802856,101.9308929443
137,-10.1537303925,101.9305877686
138,-10.1621780396,101.9306106567
139,-10.1944484711,101.9287796021
140,-10.2041168213,101.9277420044
141,-10.2481718063,101.9204559326
142,-6.6445999146000005,116.5922698975
143,-6.8934497833,116.4812545776
144,-8.3312501907,115.81183624270001
145,-8.5770998001,115.55034637450001
146,-8.6929836273,115.34418487549999
147,-8.7443828583,115.2120285034
148,-8.7443332672,115.2120666504
149,-8.7443666458,115.21201324459999
150,-8.7443666458,115.21201324459999
151,-8.7443170547,115.2120819092
152,-8.744350433300001,115.2120513916
153,-8.7443828583,115.2120666504
154,-8.7443828583,115.2120666504
155,-8.7443828583,115.2120513916
156,-8.7587003708,115.24878692629999
157,-8.7614831924,115.2542495728
158,-8.7616500854,115.2544021606
159,-8.7630662918,115.2557449341
160,-10.401499748200001,114.2378387451
161,-6.0853333473,123.1039962769
162,-6.2623333931,121.7770004272
163,-9.467666626,114.1041564941
164,-7.7916665077,120.5565032959
165,-8.6683330536,121.853843689
166,-6.4956665039,117.9085083008
167,-6.497499942799998,115.4950027466
168,-7.1503334045,117.7525100708
169,-8.029999733,114.1999969482
170,-8.1386671066,115.6798400879
171,-6.9190001488,111.514503479
172,-6.927166461900001,111.5181655884
173,-7.1801667213,111.5644989014
174,-7.1841664314,111.61399841309999
175,-7.0778331757,114.83882904049999
176,-7.0995001793,115.2518386841
177,-7.1003332138,116.98983764649999
178,-7.2344999313,115.248664856
179,-8.6923332214,122.075843811
180,-8.053999900800001,120.4265060425
181,-8.2316665649,131.0338439941
182,-8.2453336716,125.1616668701
183,-8.625,125.08499908450001
184,-8.623666763300001,126.7178421021
185,-8.1145000458,125.09317016600001
186,-8.1145000458,125.09317016600001
187,-8.627166747999999,125.0953369141
188,-8.3380002975,124.8503341675
189,-8.0663337708,125.2205047607
190,-8.5563335419,125.4283370972
191,-9.0089998245,130.8101654053
192,-8.062666893,130.84100341799999
193,-9.0208330154,130.66667175290002
194,-9.0345001221,130.9463348389
195,-8.0974998474,131.45149230959998
196,-9.0439996719,130.87615966799999
197,-9.4589996338,130.6525115967
198,-10.1153335571,129.6181640625
199,-10.1173334122,129.6196594238
200,-10.1590003967,122.05033111569999
201,-10.1590003967,122.05033111569999
202,-9.793499946599999,122.1481628418
203,-8.7968330383,125.10816192629999
204,-8.3626670837,125.3425064087
205,-8.3643331528,125.3333358765
206,-8.3454999924,102.2511672974
207,-8.4794998169,125.5631713867
208,-9.373167038,125.5551757812
209,-7.210166454299999,125.41717529299999
210,-7.2076668739,125.4265060425
211,-6.9225001335,125.4145050049
212,-6.8763332367,110.4296646118
213,-7.0689997673,104.3333358765
214,-8.0793333054,116.4883346558
215,-8.1326665878,116.2825088501
216,-8.011833190900001,116.25
217,-8.0116662979,116.2661590576
218,-8.8671665192,104.3333358765
219,-7.6525001526,115.86415863040001
220,-7.772666454299999,115.8558425903
221,-7.380166530599999,115.7585067749
222,-6.861000061,112.2863311768
223,-9.2685003281,113.5
224,-9.3844995499,100.0
225,-9.389499664299999,113.1500015259
226,-9.1438331604,110.4598312378
227,-9.1396665573,110.45966339110001
228,-8.6669998169,110.35116577149999
229,-8.8391666412,110.60116577149999
230,-7.7856664658,108.2385025024
231,-7.118000030499999,120.5538406372
232,-6.256999969500001,137.5
233,-7.9419999123,100.0
234,-7.3638334274,137.5010070801
235,-7.445166587799998,100.0
236,-6.5931668282,137.5003356934
237,-6.889166832000001,130.0
238,-6.7736668587,108.12316894530001
239,-6.1861667633,102.52416992190001
240,-7.4461665154,100.2204971313
241,-6.4256668091,101.7191696167
242,-6.7506666183,95.1754989624
243,-7.672333240499999,110.0
244,-6.8933334351,110.0
245,-7.650000095399999,120.5
246,-7.429666519199999,105.15916442870001
247,-8.6698331833,135.78533935549999
248,-7.7976665497000015,121.34666442870001
249,-7.3940000534,121.77082824709998
250,-10.1020002365,119.5163345337
251,-9.9720001221,122.58717346190001
252,-9.9720001221,122.58717346190001
253,-9.9653329849,118.6928253174
254,-8.9413337708,100.0003356934
255,-8.9413337708,114.38333129879999
256,-8.9298334122,136.9838409424
257,-8.9296665192,100.0003356934
258,-8.45383358,103.4208297729
259,-9.8353328705,114.0868301392
260,-9.499833107,114.59432983399999
261,-9.3686666489,114.77983856200001
262,-9.3345003128,114.82850646969999
263,-9.3299999237,114.83499908450001
264,-9.328499793999999,114.8369979858
265,-9.2926664352,114.8888244629
266,-9.2475004196,114.9543304443
267,-9.1178331375,115.12482452389999
268,-8.968832969700001,115.27548980709999
269,-8.7434520721,115.21229553219999
270,-8.7434854507,115.2122802734
271,-8.7434864044,115.21229553219999
272,-8.7434797287,115.21229553219999
273,-8.7435035706,115.21229553219999
274,-8.7435016632,115.21229553219999
275,-8.7434902191,115.2122802734
276,-8.743473052999999,115.21231842040001
277,-8.7434835434,115.21231842040001
278,-8.7435016632,115.2123031616
279,-8.7434463501,115.2123031616
280,-8.7434997559,115.2123336792
281,-8.7434797287,115.2123031616
